lambda,rank,eigenvalue
1.75,1,10.052493312043019
1.75,2,10.020531255977422
1.75,3,10.020531255977422
1.75,4,9.954072668327498
1.75,5,9.954072668327491
1.75,6,9.91957663904402
1.75,7,8.95544123059467
1.75,8,8.95544123059467
1.75,9,8.951589218755759
1.75,10,8.951589218755757
1.75,11,8.945995880997438
1.75,12,8.945275930339783
1.75,13,8.945275930339779
1.75,14,8.928589324985367
1.75,15,8.928589324985367
1.75,16,8.915149033061601
1.75,17,8.915149033061592
1.75,18,8.909501024649078
1.75,19,8.669128116516037
1.75,20,8.652319098413328
1.75,21,8.652319098413328
1.75,22,8.605550267247683
1.75,23,8.605550267247677
1.75,24,8.568534731727933
1.75,25,8.402908847134638
1.7750000000000001,1,10.127493312043018
1.7750000000000001,2,10.095531255977424
1.7750000000000001,3,10.095531255977424
1.7750000000000001,4,10.0290726683275
1.7750000000000001,5,10.02907266832749
1.7750000000000001,6,9.994576639044022
1.7750000000000001,7,9.03044123059467
1.7750000000000001,8,9.03044123059467
1.7750000000000001,9,9.02658921875576
1.7750000000000001,10,9.026589218755756
1.7750000000000001,11,9.02099588099744
1.7750000000000001,12,9.020275930339784
1.7750000000000001,13,9.020275930339778
1.7750000000000001,14,9.003589324985366
1.7750000000000001,15,9.003589324985366
1.7750000000000001,16,8.990149033061602
1.7750000000000001,17,8.990149033061593
1.7750000000000001,18,8.984501024649079
1.7750000000000001,19,8.744128116516036
1.7750000000000001,20,8.727319098413329
1.7750000000000001,21,8.727319098413329
1.7750000000000001,22,8.680550267247682
1.7750000000000001,23,8.680550267247677
1.7750000000000001,24,8.643534731727932
1.7750000000000001,25,8.477908847134639
1.8,1,10.20249331204302
1.8,2,10.170531255977423
1.8,3,10.170531255977423
1.8,4,10.1040726683275
1.8,5,10.104072668327492
1.8,6,10.069576639044023
1.8,7,9.105441230594671
1.8,8,9.105441230594671
1.8,9,9.101589218755759
1.8,10,9.101589218755757
1.8,11,9.095995880997439
1.8,12,9.095275930339785
1.8,13,9.09527593033978
1.8,14,9.078589324985366
1.8,15,9.078589324985366
1.8,16,9.065149033061601
1.8,17,9.065149033061592
1.8,18,9.05950102464908
1.8,19,8.819128116516037
1.8,20,8.802319098413328
1.8,21,8.802319098413328
1.8,22,8.755550267247681
1.8,23,8.755550267247678
1.8,24,8.718534731727933
1.8,25,8.552908847134638
1.8250000000000002,1,10.27749331204302
1.8250000000000002,2,10.245531255977422
1.8250000000000002,3,10.245531255977422
1.8250000000000002,4,10.1790726683275
1.8250000000000002,5,10.179072668327493
1.8250000000000002,6,10.144576639044022
1.8250000000000002,7,9.18044123059467
1.8250000000000002,8,9.18044123059467
1.8250000000000002,9,9.176589218755758
1.8250000000000002,10,9.176589218755757
1.8250000000000002,11,9.17099588099744
1.8250000000000002,12,9.170275930339784
1.8250000000000002,13,9.170275930339779
1.8250000000000002,14,9.153589324985367
1.8250000000000002,15,9.153589324985367
1.8250000000000002,16,9.140149033061602
1.8250000000000002,17,9.140149033061594
1.8250000000000002,18,9.13450102464908
1.8250000000000002,19,8.894128116516036
1.8250000000000002,20,8.877319098413327
1.8250000000000002,21,8.877319098413327
1.8250000000000002,22,8.830550267247682
1.8250000000000002,23,8.830550267247677
1.8250000000000002,24,8.793534731727933
1.8250000000000002,25,8.62790884713464
1.85,1,10.35249331204302
1.85,2,10.320531255977423
1.85,3,10.320531255977423
1.85,4,10.254072668327499
1.85,5,10.254072668327492
1.85,6,10.219576639044021
1.85,7,9.25544123059467
1.85,8,9.25544123059467
1.85,9,9.25158921875576
1.85,10,9.251589218755758
1.85,11,9.24599588099744
1.85,12,9.245275930339783
1.85,13,9.24527593033978
1.85,14,9.228589324985368
1.85,15,9.228589324985368
1.85,16,9.215149033061602
1.85,17,9.215149033061593
1.85,18,9.209501024649079
1.85,19,8.969128116516037
1.85,20,8.952319098413328
1.85,21,8.952319098413328
1.85,22,8.905550267247683
1.85,23,8.905550267247678
1.85,24,8.868534731727934
1.85,25,8.702908847134639
1.875,1,10.427493312043019
1.875,2,10.395531255977422
1.875,3,10.395531255977422
1.875,4,10.329072668327498
1.875,5,10.329072668327491
1.875,6,10.29457663904402
1.875,7,9.33044123059467
1.875,8,9.33044123059467
1.875,9,9.326589218755759
1.875,10,9.326589218755757
1.875,11,9.320995880997438
1.875,12,9.320275930339783
1.875,13,9.320275930339779
1.875,14,9.303589324985367
1.875,15,9.303589324985367
1.875,16,9.290149033061601
1.875,17,9.290149033061592
1.875,18,9.284501024649078
1.875,19,9.044128116516037
1.875,20,9.027319098413328
1.875,21,9.027319098413328
1.875,22,8.980550267247683
1.875,23,8.980550267247677
1.875,24,8.943534731727933
1.875,25,8.777908847134638
1.9000000000000001,1,10.502493312043018
1.9000000000000001,2,10.470531255977424
1.9000000000000001,3,10.470531255977424
1.9000000000000001,4,10.4040726683275
1.9000000000000001,5,10.40407266832749
1.9000000000000001,6,10.369576639044022
1.9000000000000001,7,9.40544123059467
1.9000000000000001,8,9.40544123059467
1.9000000000000001,9,9.40158921875576
1.9000000000000001,10,9.401589218755756
1.9000000000000001,11,9.39599588099744
1.9000000000000001,12,9.395275930339784
1.9000000000000001,13,9.395275930339778
1.9000000000000001,14,9.378589324985366
1.9000000000000001,15,9.378589324985366
1.9000000000000001,16,9.365149033061602
1.9000000000000001,17,9.365149033061593
1.9000000000000001,18,9.359501024649079
1.9000000000000001,19,9.119128116516036
1.9000000000000001,20,9.102319098413329
1.9000000000000001,21,9.102319098413329
1.9000000000000001,22,9.055550267247682
1.9000000000000001,23,9.055550267247677
1.9000000000000001,24,9.018534731727932
1.9000000000000001,25,8.852908847134639
1.925,1,10.57749331204302
1.925,2,10.545531255977423
1.925,3,10.545531255977423
1.925,4,10.4790726683275
1.925,5,10.479072668327492
1.925,6,10.444576639044023
1.925,7,9.480441230594671
1.925,8,9.480441230594671
1.925,9,9.476589218755759
1.925,10,9.476589218755757
1.925,11,9.470995880997439
1.925,12,9.470275930339785
1.925,13,9.47027593033978
1.925,14,9.453589324985366
1.925,15,9.453589324985366
1.925,16,9.440149033061601
1.925,17,9.440149033061592
1.925,18,9.43450102464908
1.925,19,9.194128116516037
1.925,20,9.177319098413328
1.925,21,9.177319098413328
1.925,22,9.130550267247681
1.925,23,9.130550267247678
1.925,24,9.093534731727933
1.925,25,8.927908847134638
1.9500000000000002,1,10.65249331204302
1.9500000000000002,2,10.620531255977422
1.9500000000000002,3,10.620531255977422
1.9500000000000002,4,10.5540726683275
1.9500000000000002,5,10.554072668327493
1.9500000000000002,6,10.519576639044022
1.9500000000000002,7,9.55544123059467
1.9500000000000002,8,9.55544123059467
1.9500000000000002,9,9.551589218755758
1.9500000000000002,10,9.551589218755757
1.9500000000000002,11,9.54599588099744
1.9500000000000002,12,9.545275930339784
1.9500000000000002,13,9.545275930339779
1.9500000000000002,14,9.528589324985367
1.9500000000000002,15,9.528589324985367
1.9500000000000002,16,9.515149033061602
1.9500000000000002,17,9.515149033061594
1.9500000000000002,18,9.50950102464908
1.9500000000000002,19,9.269128116516036
1.9500000000000002,20,9.252319098413327
1.9500000000000002,21,9.252319098413327
1.9500000000000002,22,9.205550267247682
1.9500000000000002,23,9.205550267247677
1.9500000000000002,24,9.168534731727933
1.9500000000000002,25,9.00290884713464
1.975,1,10.72749331204302
1.975,2,10.695531255977423
1.975,3,10.695531255977423
1.975,4,10.629072668327499
1.975,5,10.629072668327492
1.975,6,10.594576639044021
1.975,7,9.63044123059467
1.975,8,9.63044123059467
1.975,9,9.62658921875576
1.975,10,9.626589218755758
1.975,11,9.62099588099744
1.975,12,9.620275930339783
1.975,13,9.62027593033978
1.975,14,9.603589324985368
1.975,15,9.603589324985368
1.975,16,9.590149033061602
1.975,17,9.590149033061593
1.975,18,9.584501024649079
1.975,19,9.344128116516037
1.975,20,9.327319098413328
1.975,21,9.327319098413328
1.975,22,9.280550267247683
1.975,23,9.280550267247678
1.975,24,9.243534731727934
1.975,25,9.077908847134639
2.0,1,10.802493312043019
2.0,2,10.770531255977422
2.0,3,10.770531255977422
2.0,4,10.704072668327498
2.0,5,10.704072668327491
2.0,6,10.66957663904402
2.0,7,9.70544123059467
2.0,8,9.70544123059467
2.0,9,9.701589218755759
2.0,10,9.701589218755757
2.0,11,9.695995880997438
2.0,12,9.695275930339783
2.0,13,9.695275930339779
2.0,14,9.678589324985367
2.0,15,9.678589324985367
2.0,16,9.665149033061601
2.0,17,9.665149033061592
2.0,18,9.659501024649078
2.0,19,9.419128116516037
2.0,20,9.402319098413328
2.0,21,9.402319098413328
2.0,22,9.355550267247683
2.0,23,9.355550267247677
2.0,24,9.318534731727933
2.0,25,9.152908847134638
